Typelist,TableName,Code,Name,Description,Priority
"LiabilityAct","pctl_liabilityact","Federal","Federal Acts","Bundesgesetze","2"
"LoadCommandType","pctl_loadcommandtype","excludeddeleted","Excluded rows deleted","Ausgeschlossene Zeilen aus Bereitstellungstabelle gelöscht","-1"
"LoadCommandType","pctl_loadcommandtype","exclusionpop","Exclusion table populated","Ausschlusstabelle verbreitet mit fehlerhaften Zeilen aus Fehlertabelle","-1"
"LoadCommandType","pctl_loadcommandtype","exclusioncleared","Exclusion table cleared","Ausschlusstabelle geleert","-1"
"LoadCommandType","pctl_loadcommandtype","stagingcleared","Staging tables cleared","Bereitstellungstabellen geleert","-1"
"LoadCommandType","pctl_loadcommandtype","tablesencrypted","Encrypt data in staging tables","Daten in Bereitstellungstabellen verschlüsseln","-1"
"LoadCommandType","pctl_loadcommandtype","dbstatsupdated","Database statistics updated on staging tables","Datenbankstatistiken auf Bereitstellungstabellen aktualisiert","-1"
"LoadCommandType","pctl_loadcommandtype","errorcleared","Error table cleared","Fehlertabelle geleert","-1"
"LoadCommandType","pctl_loadcommandtype","integritychecked","Integrity of staging tables checked","Integrität von Bereitstellungstabellen geprüft","-1"
"LoadCommandType","pctl_loadcommandtype","zonesourceloaded","Zone Source tables loaded","Zonenquelltabellen aus Bereitstellungstabellen geladen","-1"
"LoadCommandType","pctl_loadcommandtype","sourceloaded","Source tables loaded","Quelltabellen aus Bereitstellungstabellen geladen","-1"
"LoadCommandType","pctl_loadcommandtype","nonexcludeddeleted","Non-excluded rows deleted","Nicht ausgeschlossene Zeilen aus Bereitstellungstabelle gelöscht","-1"
"LoaderCallbackTimeType","pctl_loadercallbacktimetype","beforeidgeneration","Before ID generation","Vor ID-Erstellung","1"
"LoaderCallbackTimeType","pctl_loadercallbacktimetype","beforeinsertselects","Before insert/selects into source tables","Vor Einfügen/Abfrage in die Quelltabellen","2"
"LoaderCallbackTimeType","pctl_loadercallbacktimetype","afterinsertselects","After insert/selects into source tables","Nach Einfügen/Abfrage in die Quelltabellen","3"
"LoadErrorType","pctl_loaderrortype","abstractdatatype","Abstract data type","In der Bereitstellungstabelle wurden Zeilen mit Werten gefunden, die gegen die Regeln eines abstrakten Datentyps verstoßen.","-1"
"LoadErrorType","pctl_loaderrortype","uniqconstraint1","Unique constraint within staging table","In der Bereitstellungstabelle wurden Zeilen gefunden, die gegen eine eindeutige Beschränkung verstoßen.","-1"
"LoadErrorType","pctl_loaderrortype","uniqconstraint2","Unique constraint between source and staging table","In der Bereitstellungstabelle wurden Zeilen gefunden, die für alle Spalten mit eindeutigem Index mit den Zeilen der Quelltabelle übereinstimmen.","-1"
"LoadErrorType","pctl_loaderrortype","checkconstraint","Check constraint","In der Bereitstellungstabelle wurden Zeilen gefunden, die gegen eine Einschränkungsüberprüfung verstoßen.","-1"
"LoadErrorType","pctl_loaderrortype","requiredmatch","Required match","In der Bereitstellungstabelle wurden Zeilen mit erforderlichen referenzierenden Zeilen in Arraytabelle gefunden.","-1"
"LoadErrorType","pctl_loaderrortype","foreignkeysub","Foreign references incorrect subtype","In der Tabelle wurden Zeilen mit Fremdschlüsselverweisen auf falschen Untertyp gefunden.","-1"
"LoadErrorType","pctl_loaderrortype","typekeyinset","Verify typekey in set","In der Tabelle wurden Zeilen mit Typenschlüsselwerten gefunden, die beim Laden über die Bereitstellungstabellen ungültig sind.","-1"
"LoadErrorType","pctl_loaderrortype","consistchildren1","Consistent children failure within staging tables","In den Bereitstellungstabellen wurden durchgängige Fehler an untergeordneten Elementen gefunden.","-1"
"LoadErrorType","pctl_loaderrortype","monetaryamount","MonetaryAmount inconsistent","Entweder die Betrags- oder die Währungsspalte für einen Geldbetrag enthält den Wert Null, wenn die andere dies nicht enthält.","-1"
"LoadErrorType","pctl_loaderrortype","typekeynotinset","Verify typekey not in set","In der Tabelle wurden Zeilen mit Typenschlüsselwerten gefunden, die beim Laden über die Bereitstellungstabellen ungültig sind.","-1"
"LoadErrorType","pctl_loaderrortype","onetoone","Non-nullable one-to-one","Nicht genau eine Zeile gefunden in der Tabelle für nicht nullzulässige Eins-zu-Eins-Beziehungen","-1"
"LoadErrorType","pctl_loaderrortype","edgeforeignkey","Non-nullable edge foreign key","Nicht genau eine Zeile gefunden in der Tabelle für nicht nullzulässige Edge-Fremschlüsselbeziehungen","-1"
"LoadErrorType","pctl_loaderrortype","subtypespec","Non-nulls in subtype-specific columns","In der Tabelle wurden Zeilen ohne Nullwerte für eine oder mehrere untertypspezifische Spalten für einen unterschiedlichen Untertyp gefunden.","-1"
"LoadErrorType","pctl_loaderrortype","nonullsubtype","Null in non-nullable column for subtype","In der Tabelle wurden Zeilen mit Nullwerten für eine oder mehrere Spalten für den Untertyp in der Quelltabelle gefunden, in denen Nullwerte nicht zulässig sind.","-1"
"LoadErrorType","pctl_loaderrortype","nonull","Null in non-nullable column","In der Tabelle wurden Zeilen mit Nullwerten für eine oder mehrere Spalten der Quelltabelle gefunden, in denen Nullwerte nicht zulässig sind.","-1"
"LoadErrorType","pctl_loaderrortype","nullableonetoone","Nullable one-to-one","Mehr als eine Zeile gefunden in der Tabelle für nicht nullzulässige Eins-zu-Eins-Beziehungen","-1"
"LoadErrorType","pctl_loaderrortype","ppeerror","PostPopulateExecutor failure","PostPopulateExecutors-Fehler nach der Verbreitung der Quelltabellen ermittelt","-1"
"LoadErrorType","pctl_loaderrortype","dtordering","Date time ordering","In der Bereitstellungstabelle wurden Zeilen gefunden, die gegen eine Anordnung nach Datum/Zeit verstoßen.","-1"
"LoadErrorType","pctl_loaderrortype","badassignable","Invalid assignable","In der Bereitstellungstabelle wurden Zeilen gefunden, die gegen die Regeln für zuweisbare Objekte verstoßen.","-1"
"LoadErrorType","pctl_loaderrortype","foreignkey","Invalid foreign key","In der Tabelle wurden Zeilen mit Werten gefunden, die für eine Fremdschlüsselspalte ungültig sind.","-1"
"LoadErrorType","pctl_loaderrortype","foreignkeynonadmin","Invalid foreign key to non-admin row","In der Tabelle wurden Zeilen mit Fremdschlüsselverweisen auf eine vorhandene Zeile in einer nicht administrativen Tabelle gefunden. Es dürfen aber nur vorhandene Zeilen in Administrationstabellen referenziert werden.","-1"
"LoadErrorType","pctl_loaderrortype","typekey","Invalid typekey","In der Tabelle wurden Zeilen mit Werten gefunden, die für eine Typenschlüsselspalte ungültig sind.","-1"
"LoadErrorType","pctl_loaderrortype","subtype","Subtype","In der Tabelle wurden Zeilen mit Werten gefunden, die für eine Untertypspalte ungültig sind.","-1"
"LoadErrorType","pctl_loaderrortype","reftoexistingreffedrow","Illegal reference to already referenced existing row","In der Tabelle wurden Zeilen mit Fremdschlüsselverweisen auf eine vorhandene Zeile in einer Quelltabelle gefunden, auf die bereits von anderen vorhandenen Zeilen verwiesen wird, wobei diese Verweise nicht zulässig sind.","-1"
"LoadErrorType","pctl_loaderrortype","reftoexistingrow","Illegal reference to existing row","In der Tabelle wurden Zeilen mit Fremdschlüsselverweisen auf eine vorhandene Zeile in einer Quelltabelle gefunden, wobei diese Verweise nicht zulässig sind.","-1"
"LoadErrorType","pctl_loaderrortype","zerolengthstring","0-length varchar","In der Tabelle wurden Zeilen mit Zeichenfolgen der Länge 0 in den varchar-Spalten gefunden.","-1"
"LoadErrorType","pctl_loaderrortype","nomatchlvquery","Verify query returns 0 rows","In Bereitstellungstabelle wurden Zeilen gefunden. Die Abfrage sollte jedoch 0 Zeilen zurückgeben.","-1"
"LoadErrorType","pctl_loaderrortype","consistchildren2","Consistent children failure between staging and sourcetables","Zwischen den Bereitstellungs- und Quelltabellen wurden durchgängige Fehler an untergeordneten Elementen gefunden.","-1"
"LoadFactorType","pctl_loadfactortype","loadfactoradmin","Admin","Benutzer kann die Auslastungsfaktorstufen von anderen Benutzern in der Gruppe anzeigen und ändern","-1"
"LoadFactorType","pctl_loadfactortype","loadfactorview","View","Benutzer kann die Auslastungsfaktorstufen von anderen Benutzern in der Gruppe anzeigen","-1"
"LoadStepType","pctl_loadsteptype","integrityexecuted","Integrity check queries executed","Überprüfungen der Abfragen zur Integritätsprüfung ausgeführt","-1"
"LoadStepType","pctl_loadsteptype","excludeddeleted","Excluded rows deleted","Ausgeschlossene Zeilen aus Bereitstellungstabelle gelöscht","-1"
"LoadStepType","pctl_loadsteptype","exclusionpop","Exclusion table populated","Ausschlusstabelle verbreitet mit fehlerhaften Zeilen aus Fehlertabelle","-1"
"LoadStepType","pctl_loadsteptype","exclusioncleared","Exclusion table cleared","Ausschlusstabelle geleert","-1"
"LoadStepType","pctl_loadsteptype","stagingcleared","Staging tables cleared","Bereitstellungstabellen geleert","-1"
"LoadStepType","pctl_loadsteptype","estimatedbstatistics","DB statistics updated with estimates for source tables","Datenbankstatistiken mit Schätzungen für Quelltabellen aktualisiert","-1"
"LoadStepType","pctl_loadsteptype","insertselects","INSERT SELECTs executed","Einfügen/Abfrage von den Bereitstellungstabellen zu den Quelltabellen ausgeführt","-1"
"LoadStepType","pctl_loadsteptype","errorcleared","Error table cleared","Fehlertabelle geleert","-1"
"LoadStepType","pctl_loadsteptype","idsgenerated","IDs generated for staging tables","IDs für Bereitstellungstabellen erstellt","-1"
"LoadStepType","pctl_loadsteptype","integritychecked","Integrity of staging tables checked","Integrität von Bereitstellungstabellen geprüft (Gesamte Phase)","-1"
"LoadStepType","pctl_loadsteptype","consistencychecked","ConsistencyChecker executed","Benutzerdefinierte Konsistenzprüfungen ausgeführt nach der Verbreitung der Bereitstellungstabellen","-1"
"LoadStepType","pctl_loadsteptype","lcafterinsertselect","LoaderCallback after execution of insert/selects","LoaderCallbacks ausgeführt nach Einfügen/Abfrage in die Quelltabellen","-1"
"LoadStepType","pctl_loadsteptype","lcbeforeinsertselect","LoaderCallback before execution of insert/selects","LoaderCallbacks ausgeführt vor Einfügen/Abfrage in die Quelltabellen","-1"
"LoadStepType","pctl_loadsteptype","lcbeforeidgeneration","LoaderCallback before id generation","LoaderCallbacks ausgeführt vor ID-Erstellung","-1"
"LoadStepType","pctl_loadsteptype","nonexcludeddeleted","Non-excluded rows deleted","Nicht ausgeschlossene Zeilen aus Bereitstellungstabelle gelöscht","-1"
"LoadStepType","pctl_loadsteptype","ppesexecuted","PostPopulatorExecutors executed","PostPopulatorExecutors ausgeführt nach der Verbreitung der Bereitstellungstabellen","-1"
"LoadStepType","pctl_loadsteptype","sourceloaded","Source tables loaded","Quelltabellen aus Bereitstellungstabellen geladen (Gesamte Phase)","-1"
"LoadStepType","pctl_loadsteptype","overwrittencleared","Overwritten staging tables and columns cleared","Überschriebene Bereitstellungstabellen und Spalten geleert","-1"
"LoadStepType","pctl_loadsteptype","rownumsgenerated","Row numbers generated for staging tables","Zeilennummern für Bereitstellungstabellen erstellt","-1"
"LocaleType","pctl_localetype","en_AU","Australia (English)","Australien (Englisch)","-1"
"LocaleType","pctl_localetype","de_DE","Germany (German)","Deutschland (Deutsch)","-1"
"LocaleType","pctl_localetype","fr_FR","France (French)","Frankreich (Französisch)","-1"
"LocaleType","pctl_localetype","en_GB","Great Britain (English)","Großbritannien (Englisch)","-1"
"LocaleType","pctl_localetype","ja_JP","Japan (Japanese)","Japan (Japanisch)","-1"
"LocaleType","pctl_localetype","en_CA","Canada (English)","Kanada (Englisch)","-1"
"LocaleType","pctl_localetype","fr_CA","Canada (French)","Kanada (Französisch)","-1"
"LocaleType","pctl_localetype","en_US","United States (English)","USA (Englisch)","-1"
"LocationNamedInsured","pctl_locationnamedinsured","LocationNamedInsured","LocationNamedInsured","LocationNamedInsured","-1"
"LossCause","pctl_losscause","AllRisk","All risk","Alle Risiken","-1"
"LossCause","pctl_losscause","Basic","Basic","Basis","-1"
"LossCause","pctl_losscause","NamedPerils","Named perils","Benannte Gefahren","-1"
"LossCause","pctl_losscause","Earthquake","Earthquake","Erdbeben","-1"
"LossCause","pctl_losscause","Special","Special","Spezial","-1"
"LossCause","pctl_losscause","Broad","Broad","Weitgefasst","-1"
"LossEntryCause","pctl_lossentrycause","RiotCommotion","Riot or civil commotion","Aufruhr oder innere Unruhen","-1"
"LossEntryCause","pctl_lossentrycause","Lightning","Lightning","Blitzeinschlag","-1"
"LossEntryCause","pctl_lossentrycause","Explosion","Explosion","Explosion","-1"
"LossEntryCause","pctl_lossentrycause","Fire","Fire","Feuer","-1"
"LossEntryCause","pctl_lossentrycause","AircraftVehicles","Aircraft or vehicles","Flugzeuge und Fahrzeuge","-1"
"LossEntryCause","pctl_lossentrycause","Smoke","Smoke","Rauch","-1"
"LossEntryCause","pctl_lossentrycause","Other","Other","Sonstige","-1"
"LossEntryCause","pctl_lossentrycause","WindstormHail","Windstorm or hail","Sturm oder Hagel","-1"
"LossEntryCause","pctl_lossentrycause","Transportation","Transportation","Transport","-1"
"LossEntryCause","pctl_lossentrycause","Vandalism","Vandalism","Vandalismus","-1"
"LossEntryCause","pctl_lossentrycause","Volcanic","Volcanic action","Vulkanausbrüche","-1"
"LossEntryCause","pctl_lossentrycause","SprinklerLeak","Sprinkler leakage","Wasserschaden","-1"
"LossEntryCause","pctl_lossentrycause","SinkholeCollapse","Sinkhole collapse","Zusammenbruch der Senkgrube","-1"
"LossEntryStatus","pctl_lossentrystatus","Closed","Closed","Geschlossen","-1"
"LossEntryStatus","pctl_lossentrystatus","Open","Open","Offen","-1"
"LossHistoryType","pctl_losshistorytype","nol","No Loss History","Keine Schadenshistorie","1"
"LossHistoryType","pctl_losshistorytype","man","Manually Entered","Manuell eingegeben","2"
"LossHistoryType","pctl_losshistorytype","att","Attached","Angehängt","3"
"LossPaymentLimits","pctl_losspaymentlimits","100_100_100","100%-100%-100%","100 % - 100 % - 100 %","-1"
"LossPaymentLimits","pctl_losspaymentlimits","35_70_100","35%-70%-100%","35 % - 70 % - 100 %","-1"
"LossPaymentLimits","pctl_losspaymentlimits","40_80_100","40%- 80%-100%","40 % - 80 % - 100 %","-1"
"MAEmployerType","pctl_maemployertype","3","Federal Agency","Eine Bundesbehörde (keine anfallenden Steuern)","-1"
"MAEmployerType","pctl_maemployertype","N","Not Applicable","Nicht zutreffend","-1"
"MAEmployerType","pctl_maemployertype","2","Public Employer","Ein öffentlicher Arbeitgeber","-1"
"MAEmployerType","pctl_maemployertype","1","Private Employer","Ein privater Arbeitgeber","-1"
"MailingChannel_De","pctl_mailingchannel_de","Post","Customer receives post from AXA by post","Kunde erhält Post der AXA per Postzustellung (Wert in Partner = """", Klassik)","10"
"MailingChannel_De","pctl_mailingchannel_de","MyAxA","Customer receives post through MyAXA","Kunde erhält seine Post über MyAXA (Wert in Partner = myAXA)","20"
"MailingChannel_De","pctl_mailingchannel_de","CorporateCustomerPortal","Customer receives post through the CCP","Kunde erhält Post über Firmenkundenportal (Wert in Partner = FKPortal)","30"
"ManageWorkflowActionType","pctl_manageworkflowactiontype","Suspend","Suspend","Aktivität des Arbeitsablaufs aussetzen","-1"
"ManageWorkflowActionType","pctl_manageworkflowactiontype","RetryMessage","Retry Message","Erneuter Versuch für letzte Nachricht, die an Arbeitsablauf gesendet wurde","-1"
"ManageWorkflowActionType","pctl_manageworkflowactiontype","InvokeTrigger","Invoke Trigger","Trigger für Arbeitsablauf aufrufen","-1"
"ManageWorkflowActionType","pctl_manageworkflowactiontype","Wait","Wait","Warten, bis Arbeitsablauf nicht mehr aktiv ist","-1"
"ManageWorkflowActionType","pctl_manageworkflowactiontype","Resume","Resume","Ausgesetzten Arbeitsablauf wiederaufnehmen","-1"
"ManageWorkflowActionType","pctl_manageworkflowactiontype","SetTimeout","Set Timeout","Für einen wartenden Arbeitsablauf Timeout manuell erzwingen","-1"
"MandatePrintType_De","pctl_mandateprinttype_de","none","No print","Kein Druck (Wert in Partner = N)","10"
"MandatePrintType_De","pctl_mandateprinttype_de","always","Always","Immer (Wert in Partner = D)","20"
"MandatePrintType_De","pctl_mandateprinttype_de","only_if_necessary","If necessary, analysed by system","Falls erforderlich, System analysiert (Wert in Partner = J)","30"
"MaritalStatus","pctl_maritalstatus","S","Single","Single (Wert in Partner \= 1)","10"
"MaritalStatus","pctl_maritalstatus","SingleWithChild_De","Single with child","Single mit Kind","20"
"MaritalStatus","pctl_maritalstatus","Pair_De","Pair","Paar oder Lebensgemeinschaft (Wert in Partner = 2)","30"
"MaritalStatus","pctl_maritalstatus","Family_De","Family","Familie (mit Kind(ern) im Haushalt) (Wert in Partner = 3)","40"
"MaritalStatus","pctl_maritalstatus","TwoPersonHousehold_De","Two person household","Zweipersonenhaushalt","50"
"MaritalStatus","pctl_maritalstatus","MorePersonHousehold_De","More person household","Mehrpersonenhaushalt","60"
"MaritalStatus","pctl_maritalstatus","D","Divorced","Geschieden","-1"
"MaritalStatus","pctl_maritalstatus","P","Separated","Getrennt","-1"
"MaritalStatus","pctl_maritalstatus","C","Domestic partner","Lebensgefährte","-1"
"MaritalStatus","pctl_maritalstatus","U","Unknown","Unbekannt","-1"
"MaritalStatus","pctl_maritalstatus","M","Married","Verheiratet","-1"
"MaritalStatus","pctl_maritalstatus","W","Widowed","Verwitwet","-1"
"MergeConflictResolution","pctl_mergeconflictresolution","old_retained","Old value retained","Der vorher existierende Wert (mit einem späteren Datum des Inkrafttretens) wurde beibehalten.","-1"
"MergeConflictResolution","pctl_mergeconflictresolution","user_change","User change post-merge","Der Benutzer hat den Wert nach der Zusammenführung manuell geändert.","-1"
"MergeConflictResolution","pctl_mergeconflictresolution","no_conflict","No conflict","Kein Konflikt bei der Zusammenführung ermittelt","-1"
"MergeConflictResolution","pctl_mergeconflictresolution","new_merged_forward","New value merged forward","Der neue Wert (mit einem früheren Datum des Inkrafttretens) wurde übernommen.","-1"
"MergeConflictStrategy","pctl_mergeconflictstrategy","retain_old","Retain old future-dated value","Strategie, die den vorher existierenden Wert mit einem späteren Datum des Inkrafttretens beibehält","-1"
"MergeConflictStrategy","pctl_mergeconflictstrategy","merge_new_forward","Merge new back-dated value forward","Strategie, die den neuen Wert mit einem früheren Datum des Inkrafttretens zusammenführt","-1"
"MeritRatingCreditType","pctl_meritratingcredittype","33","33%","33%","-1"
"MeritRatingDebitType","pctl_meritratingdebittype","10","10%","10 %","-1"
"MeritRatingDebitType","pctl_meritratingdebittype","4","4%","4%","-1"
"MessageDestinationStatus","pctl_messagedestinationstatus","SuspendedOutbound","SuspendedOutbound","Ausgehend ausgesetzt","-1"
"MessageDestinationStatus","pctl_messagedestinationstatus","Suspending","Suspending","Aussetzen","-1"
"MessageDestinationStatus","pctl_messagedestinationstatus","SuspendedInbound","SuspendedInbound","Eingehend ausgesetzt","-1"
"MessageDestinationStatus","pctl_messagedestinationstatus","Started","Started","Gestartet","-1"
"MessageDestinationStatus","pctl_messagedestinationstatus","Shutdown","Shutdown","Herunterfahren","-1"
"MessageDestinationStatus","pctl_messagedestinationstatus","Unknown","Unknown","Unbekannt","-1"
"MessageDestinationStatus","pctl_messagedestinationstatus","Suspended","Suspended","Unterbrochen","-1"
"MessageDestinationStatus","pctl_messagedestinationstatus","Resuming","Resuming","Wiederaufnehmen","-1"
"MessageDestinationStatus","pctl_messagedestinationstatus","Retrying","Retrying","Wird erneut versucht","-1"
"MessageSearchStatus","pctl_messagesearchstatus","Failed","Failed messages","Nachrichten, die fehlgeschlagen sind.","-1"
"MessageSearchStatus","pctl_messagesearchstatus","NeedRetry","Messages needing retry","Nachrichten, bei denen ein Neuversuch durchgeführt werden muss.","-1"
"MessageSearchStatus","pctl_messagesearchstatus","Unfinished","Unfinished messages","Nachrichten, die noch nicht abgeschlossen wurden.","-1"
"MiningCoverage","pctl_miningcoverage","nounderground","No Under Ground","Nicht Unter Tage","-1"
"MiningCoverage","pctl_miningcoverage","ltdunderground","Limited Under Ground","Unter Tage - Begrenzt","-1"
"MiningCoverage","pctl_miningcoverage","broadunderground","Broad Under Ground","Unter Tage - weitgefasst","-1"
"MiscContactType","pctl_misccontacttype","depository","Depository","Depotfirma","5"
"MiscContactType","pctl_misccontacttype","publicoffical","Public Official","Amtsträger","10"
"MiscContactType","pctl_misccontacttype","agent","Agent","Vermittler","15"
"MiscContactType","pctl_misccontacttype","subcontractor","Sub Contractor","Subunternehmer","20"
"ModifierDataType","pctl_modifierdatatype","boolean","boolean","Boolescher Modifikator","-1"
"ModifierDataType","pctl_modifierdatatype","date","date","Datumsmodifikator","-1"
"ModifierDataType","pctl_modifierdatatype","rate","rate","Satzmodifikator","-1"
"ModifierDataType","pctl_modifierdatatype","typekey","typekey","Typenschlüsselmodifikator","-1"
"ModifierLookup","pctl_modifierlookup","BAModLookup","BAModLookup","BAModLookup","-1"
"ModifierLookup","pctl_modifierlookup","BusinessVehicleModifierLookup","BusinessVehicleModifierLookup","BusinessVehicleModifierLookup","-1"
"ModifierLookup","pctl_modifierlookup","ModifierLookup","ModifierLookup","ModifierLookup","-1"
"ModifierLookup","pctl_modifierlookup","PAVehicleModifierLkup","PAVehicleModifierLkup","PAVehicleModifierLkup","-1"
"MoneySecurityType","pctl_moneysecuritytype","inside","Inside","Inside","-1"
"MoneySecurityType","pctl_moneysecuritytype","messenger","Messenger","Messenger","-1"
"Months","pctl_months","april","April","April","-1"
"Months","pctl_months","august","August","August","-1"
"Months","pctl_months","december","December","Dezember","-1"
"Months","pctl_months","february","February","Februar","-1"
"Months","pctl_months","january","January","Januar","-1"
"Months","pctl_months","july","July","Juli","-1"
"Months","pctl_months","june","June","Juni","-1"
"Months","pctl_months","may","May","Mai","-1"
"Months","pctl_months","march","March","März","-1"
"Months","pctl_months","november","November","November","-1"
"Months","pctl_months","october","October","Oktober","-1"
"Months","pctl_months","september","September","September","-1"
"MVR","pctl_mvr","MVR","MVR","Einträge im Zentralregister","-1"
"MvrCategory","pctl_mvrcategory","dui","DUI","Ladung oder Verurteilung wegen Fahren unter dem Einfluss von Alkohol oder anderen Drogen","-1"
"MvrCategory","pctl_mvrcategory","moving","Moving violation","Allgemeine Rechtsverletzung im Straßenverkehr (beim Fahren), z. B. ein Bußgeld wegen zu schnellem Fahren","-1"
"MvrCategory","pctl_mvrcategory","stationary","Stationary violation","Allgemeine Rechtsverletzung im Straßenverkehr (stationär), z. B. ein Bußgeld wegen falsch Parken","-1"
"MVRIncident","pctl_mvrincident","MVRIncident","MVRIncident","MVRIncident","-1"
"MVRIncidentType","pctl_mvrincidenttype","ACCI","ACCI","Unfall","-1"
"MVRIncidentType","pctl_mvrincidenttype","PROB","PROB","Auf Bewährung","-1"
"MVRIncidentType","pctl_mvrincidenttype","CANC","CANC","Führerschein storniert","-1"
"MVRIncidentType","pctl_mvrincidenttype","DEPT","DEPT","Amtshandlung","-1"
"MVRIncidentType","pctl_mvrincidenttype","DISQ","DISQ","Disqualifizierung","-1"
"MVRIncidentType","pctl_mvrincidenttype","F_R","F/R","Finanzielle Haftung","-1"
"MVRIncidentType","pctl_mvrincidenttype","UNCL","UNCL","Nicht klassifiziert","-1"
"MVRIncidentType","pctl_mvrincidenttype","REVO","REVO","Widerrufung","-1"
"MVRIncidentType","pctl_mvrincidenttype","MISC","MISC ","Verschiedenes","-1"
"MVRIncidentType","pctl_mvrincidenttype","SUSP","SUSP","Führerschein vorläufig entzogen","-1"
"MVRIncidentType","pctl_mvrincidenttype","CONV","CONV","Verurteilung ","-1"
"MVRIncidentType","pctl_mvrincidenttype","VIOL","VIOL","Verletzung","-1"
"MVRIncidentType","pctl_mvrincidenttype","WARN","WARN","Warnung","-1"
"MVRIncidentType","pctl_mvrincidenttype","REIN","REIN","Fahrerlaubnis wieder erteilt","-1"
"MVRLicense","pctl_mvrlicense","MVRLicense","MVRLicense","MVRLicense","-1"
"MVROrder","pctl_mvrorder","MVROrder","MVROrder","MVROrder","-1"
"MvrRecordType","pctl_mvrrecordtype","suspension","Suspension","Aufhängung","-1"
"MvrRecordType","pctl_mvrrecordtype","violation","Violation","Verletzung","-1"
"MVRResponse","pctl_mvrresponse","CLEAR","Clear","Stimmt mit der Abteilung für Motorfahrzeuge (DMV) überein - aber ohne Verstöße","1"
"MVRResponse","pctl_mvrresponse","HIT","Hit","Stimmt mit der Abteilung für Motorfahrzeuge (DMV) überein - hat Verstöße","2"
"MVRResponse","pctl_mvrresponse","NOTFOUND","No Hit","Es sind keine Auskünfte eingegangen. In der Datenbank der Abteilung für Motorfahrzeuge (DMV) liegen keine Informationen vor. ","3"
"MVRResponse","pctl_mvrresponse","PEND","Pending","Auf Antwort von DMV wird gewartet ","4"
"MVRResponse","pctl_mvrresponse","DELAY","Delay","Verspätet bedeutet, dass die Anfrage länger dauern wird als die normalerweise vorgesehene Rückmeldungszeit","5"
"MVRStatus","pctl_mvrstatus","ToBeOrdered","To Be Ordered","Noch nicht angefordert - nur zur internen Verwendung (Arbeitsablauf)","1"
"MVRStatus","pctl_mvrstatus","Ordered","Ordered","Angefordert - Ergebnis der Überprüfung des Verkehrszentralregisters lautet 'Ausstehend' oder 'Verzögerung'","2"
"MVRStatus","pctl_mvrstatus","Ready","Ready","Bereit - nur zur internen Verwendung (Arbeitsablauf)","3"
"MVRStatus","pctl_mvrstatus","Received","Received","Erhalten - Ergebnis der Überprüfung des Verkehrszentralregisters lautet 'Klar', 'Treffer', 'Kein Treffer'","4"
"NamePrefix","pctl_nameprefix","mr","Mr.","Herr","10"
"NamePrefix","pctl_nameprefix","mrs","Mrs.","Frau","20"
"NamePrefix","pctl_nameprefix","MrAndMrs_De","Mr. and Mrs","Herr und Frau (Wert in Partner = 5)","30"
"NamePrefix","pctl_nameprefix","Gentlemen_De","Gentlemen","Herren (Wert in Partner = 6)","40"
"NamePrefix","pctl_nameprefix","Ladies_De","Ladies","Damen (Wert in Partner = 7)","50"
"NamePrefix","pctl_nameprefix","ms","Ms.","Fräulein","3"
"NamePrefix","pctl_nameprefix","dr","Dr.","Dr.","4"
"NameSuffix","pctl_namesuffix","jr","Jr.","der Jüngere","1"
"NameSuffix","pctl_namesuffix","sr","Sr.","der Ältere","2"
"NameSuffix","pctl_namesuffix","c_Ir","I","I","3"
"NameSuffix","pctl_namesuffix","c_II","II","II","4"
"NameSuffix","pctl_namesuffix","c_III","III","III","5"
"NameSuffix","pctl_namesuffix","c_IV","IV","IV","6"
"NameSuffix","pctl_namesuffix","c_md","M.D.","Dr.med.","7"
"NameSuffix","pctl_namesuffix","c_phd","PhD.","Dr.phil.","8"
"NameSuffix","pctl_namesuffix","c_do","D.O.","Osteopath","9"
"NonRenewalCode","pctl_nonrenewalcode","insured_de","Insured","Insured","10"
"NonRenewalCode","pctl_nonrenewalcode","carrier_de","Insurer","Insurer","20"
"NonRenewalCode","pctl_nonrenewalcode","outofbusness","Non-Renew - out of business","Keine Verlängerung - Geschäftsaufgabe","-1"
"NonRenewalCode","pctl_nonrenewalcode","producertermination","Non-Renew - producer termination","Keine Verlängerung - Kündigung durch den Vermittler","-1"
"NonRenewalCode","pctl_nonrenewalcode","change","Non-Renew - material change","Keine Verlängerung - Materialänderung","-1"
"NonRenewalCode","pctl_nonrenewalcode","noncompliance","Non-Renew - non-compliance","Keine Verlängerung - Obliegenheitsverletzung","-1"
"NonRenewalCode","pctl_nonrenewalcode","reinsurance","Non-Renew - Reinsurance","Keine Verlängerung - Rückversicherung","-1"
"NonRenewalCode","pctl_nonrenewalcode","loss","Non-Renew - losses","Keine Verlängerung - Schäden","-1"
"NonRenewalCode","pctl_nonrenewalcode","insuredrequest","Non-Renew - Insured Request","Keine Verlängerung - Wunsch des Versicherten","-1"
"NonRenewalCode","pctl_nonrenewalcode","payhistory","Non-Renew - payment history","Keine Verlängerung - Zahlungshistorie","-1"
"NoteSecurityType","pctl_notesecuritytype","unrestricted","Unrestricted","Notiz für alle Benutzer im System sichtbar","1"
"NoteSecurityType","pctl_notesecuritytype","internalonly","Internal Only","Notiz nur für interne Benutzer sichtbar","2"
